Planet's Name,Planet's Detection Method,Planet's Mass,Planet's Radius,Planet's Period,Planet's Semimajor Axis,Planet's Gravity,Planet's Density,Planet's Hill Sphere,Planet's Distance,Planet's Periastron,Planet's Apastron,Planet's Flux,Planet's Equilibrium Temperature,Planet's Surface Temperature,Planet's Type,Planet's Habitability Zone Location,Planet's Temperature Type,Planet's Habitability,Planet's Earth Similarity Index,Star's Name,Star's Magnitude,Star's Distance,Star's Temperature,Star's Mass,Star's Radius,Star's Temperature Type,Star's Luminosity,Star's Snow Line
Kepler-134 b,Transit,4.66,2,5.317429,0.06,1.165,0.5825,0.0010161896,0.06,0.06,0.06,319.66677,1077.1448,1216.4658,Superterran,0,Hot,0,0.25882662,Kepler-134,12.318,334.797,5983,0.96,1.18,G,1.1508004,2.8964348
Kepler-409 b,Transit,6,1.199,68.958322,0.3192,4.1736198,3.4809173,0.0018560077,0.39518556,0.098952,0.539448,8.516282,387.72957,437.87963,Terran,0,Hot,0,0.43784921,Kepler-409,9.636,68.173,5421,0.91,0.9,G,0.62805836,2.1397536
Kepler-48 b,Transit,3.94,1.88,4.778,0.053918,1.1147578,0.59295628,0.00088890812,0.053918,0.053918,0.053918,176.82043,928.92964,1049.0801,Superterran,0,Hot,0,0.26822269,Kepler-48,13.174,306.738,5194,0.88,0.89,K,0.51404365,1.9358146
K2-3 b,Transit,5.11,2.078,10.054654,0.0747,1.1833952,0.5694876,0.0014027385,0.07512762,0.0667071,0.0826929,10.589105,458.54049,517.84943,Superterran,0,Hot,0,0.36466942,K2-3,12.168,44.0727,3844,0.55,0.55,M,0.058748935,0.65443085
K2-326 b,Transit,5.82,2.28,1.256,0.0198,1.1195753,0.49104178,0.00044589716,0.0198,0.0198,0.0198,268.33024,1031.0201,1164.3751,Superterran,0,Hot,0,0.24584691,K2-326,15.982,282.308,3924,0.51,0.69,K,0.10519619,0.87571697
OGLE-2018-BLG-0932L b,Microlensing,282.86728,13.9,,1.75,1.4640406,0.10532666,0.12820551,1.75,1.75,1.75,,,,Jovian,0,,0,,OGLE-2018-BLG-0932L,,6620,,0.72,,,,
Kepler-43 b,Transit,1026.5909,13.664,3.0240949,0.046,5.498468,0.40240545,0.0041594677,0.046006647,0.045218,0.046782,1001.2605,1432.8903,,Jovian,0,Hot,0,0.066769621,Kepler-43,13.986,1005.84,6041,1.32,1.42,F,2.1183611,3.9297395
Kepler-77 b,Transit,136.661,10.761,3.5787809,0.04501,1.1801558,0.10966971,0.0023590361,0.04501,0.04501,0.04501,443.99898,1169.3518,,Jovian,0,Hot,0,0.08352784,Kepler-77,14.152,639.411,5520,0.95,0.99,G,0.89949758,2.5607299
Kepler-785 b,Transit,112.0641,13.02,1.9737609,0.025,0.66106558,0.050773086,0.0013153778,0.025,0.025,0.025,331.98616,1087.3759,,Jovian,0,Hot,0,0.07181177,Kepler-785,16.315,642.051,4739,0.77,0.71,K,0.20749135,1.2298829
K2-413 b,Transit,0.363,0.76,0.8094,0.0117,0.6284626,0.82692448,8.96E-05,0.0117,0.0117,0.0117,1073.0706,1457.9975,1646.5791,Subterran,0,Hot,0,0.28765376,K2-413,15.013,285.162,4116,0.81,0.7,K,0.14689263,1.0348175
K2-321 b,Transit,4.46,1.95,2.298,0.041,1.1729126,0.60149362,0.00080038138,0.041,0.041,0.041,33.146089,611.23439,690.2932,Superterran,0,Hot,0,0.29644022,K2-321,13.677,77.6888,3855,0.6,0.58,M,0.055718575,0.63732912
K2-348 b,Transit,10.7,3.26,4.688418,0.051509402,1.0068125,0.30883818,0.0012081114,0.051509402,0.051509402,0.051509402,154.25065,897.75216,,Neptunian,0,Hot,0,0.20758319,K2-348,12.572,201.856,5077,0.83,0.85,K,0.40926066,1.7272841
HD 44219 b,Radial Velocity,184.34048,14.1,472,1.26,0.92721936,0.065760238,0.039824863,1.365903,0.7434,1.7766,1.2566761,260.69398,,Jovian,1,Warm,0,0.38130001,HD 44219,7.69,52.9051,5752,1.2,1.32,G,1.8197009,3.6421998
TIC 279401253 b,Transit,1951.4664,11.209,76.8,0.369,15.531999,1.3856721,0.024444336,0.40602989,0.203688,0.534312,10.270544,437.59157,,Jovian,0,Hot,0,0.17060562,TIC 279401253,11.938,285.584,5951,1.13,1.06,G,1.250259,3.0190045
Kepler-338 b,Transit,30.6,2.44,13.726976,0.117,5.1397474,2.1064538,0.0034042276,0.1170936,0.11232,0.12168,281.82271,1043.43,1178.3903,Superterran,0,Hot,0,0.23804965,Kepler-338,12.19,552.798,5923,1.1,1.74,G,3.8547836,5.3010727
TOI-3714 b,Transit,222.47988,11.321,2.154849,0.027,1.7358858,0.15333326,0.0019615183,0.02701215,0.02619,0.02781,53.761081,689.67327,,Jovian,0,Hot,0,0.097229401,TOI-3714,15.7,112.71,3660,0.53,0.51,M,0.039174188,0.5343967
TOI-5678 b,Transit,20,4.91,47.73022,0.249,0.82959669,0.16896063,0.0059999263,0.2514402,0.21414,0.28386,12.047575,472.84111,,Neptunian,0,Hot,0,0.24018819,TOI-5678,11.438,165.393,5485,0.91,0.94,G,0.73960528,2.3220083
TOI-1470 c,Transit,7.24,2.47,18.08816,0.106,1.1867102,0.48044946,0.0013190908,0.11925,0.053,0.159,3.8624035,338.76743,382.58458,Superterran,0,Hot,0,0.48716066,TOI-1470,13.459,51.9503,3709,0.47,0.47,M,0.03758374,0.52343621
TIC 279401253 c,Transit,2548.9838,12.6,155.3,0.591,16.05558,1.2742524,0.057837268,0.61006448,0.440886,0.741114,3.7008958,348.95858,,Jovian,0,Hot,0,0.27280836,TIC 279401253,11.938,285.584,5951,1.13,1.06,G,1.250259,3.0190045
TOI-1052 c,Radial Velocity,34.3,6.48,35.806,0.2263,0.81685338,0.12605762,0.0052807868,0.23265552,0.1726669,0.2799331,48.661307,665.59412,,Neptunian,0,Hot,0,0.14624102,TOI-1052,9.511,129.804,6146,1.2,1.26,F,2.421029,4.2011072
TOI-1062 b,Transit,10.15,2.265,4.11296,0.052,1.9784707,0.87349701,0.00094616706,0.052814554,0.042796,0.061204,199.94252,952.22698,1075.3907,Superterran,0,Hot,0,0.24823389,TOI-1062,10.249,82.1733,5328,0.94,0.84,G,0.53210826,1.9695353
TOI-4308 b,Transit,6.43,2.419,9.151201,0.08264993,1.0988521,0.45425882,0.0015922719,0.08264993,0.08264993,0.08264993,62.735739,716.93282,809.66297,Superterran,0,Hot,0,0.25485625,TOI-4308,11.251,108.932,5243,0.9,0.79,K,0.42854852,1.7675177
TOI-4145 A b,Transit,136.66622,13.305,4.0664428,0.04823,0.77202511,0.058025187,0.002564341,0.04823,0.04823,0.04823,222.00639,983.31141,,Jovian,0,Hot,0,0.07208073,TOI-4145 A,12.084,205.387,5281,0.91,0.86,K,0.51641637,1.9402771
HD 95338 b,Radial Velocity,42.44,3.89,55.087,0.262,2.8046339,0.72098557,0.0078109018,0.26708398,0.210386,0.313614,7.2776735,415.32168,,Neptunian,0,Hot,0,0.32013492,HD 95338,8.62,36.9941,5212,0.83,0.87,K,0.48977882,1.8895734
Kepler-1471 c,Transit,4.19,1.88,11.604488,0.0981,1.1854912,0.63058041,0.0016206825,0.0981,0.0981,0.0981,65.714618,725.29587,819.10772,Superterran,0,Hot,0,0.2808665,Kepler-1471,15.421,978.678,5533,0.93,1.17,G,0.63241185,2.1471568
Kepler-1487 c,Transit,48.7,7.97,35.800711,0.2588,0.76667679,0.096195332,0.0077714431,0.2588,0.2588,0.2588,53.835835,690.02937,,Neptunian,0,Hot,0,0.12473778,Kepler-1487,13.6,1014.62,5745,1.8,3.96,G,3.6057864,5.1270053
Kepler-1814 c,Transit,3.75,1.76,0.62628177,0.0133,1.2106147,0.68784924,0.00022358274,0.0133,0.0133,0.0133,1763.1803,1650.7218,1864.2309,Superterran,0,Hot,0,0.26734786,Kepler-1814,15.814,726.346,4922,0.79,0.82,K,0.31188896,1.5078695
TOI-1468 b,Transit,3.21,1.28,1.8805136,0.020805918,1.9592285,1.5306473,0.0004398597,0.020805918,0.020805918,0.020805918,36.866018,627.70598,708.89527,Terran,0,Hot,0,0.32463505,TOI-1468,12.5,24.7399,3496,0.34,0.34,M,0.015958791,0.3410859
HD 142415 b,Radial Velocity,530.7761,13.5,386.29999,1.06,2.9123517,0.21572976,0.041966586,1.1925,0.53,1.59,1.1799338,251.85562,,Jovian,1,Warm,0,0.38763741,HD 142415,7.33,35.5318,5940,1.07,1.04,G,1.1481536,2.8931021
HD 166724 b,Radial Velocity,1207.7479,13,5144,5.42,7.1464376,0.54972597,0.16475171,6.8800288,1.44172,9.39828,0.015525159,78.414115,,Jovian,0,Cold,0,0.084992504,HD 166724,9.33,45.1342,5127,0.81,0.8,K,0.30974193,1.5026705
HD 145377 b,Radial Velocity,1913.3366,12.8,103.95,0.45,11.67808,0.91234999,0.036284145,0.4716225,0.3105,0.5895,8.1005551,421.75998,,Jovian,0,Hot,0,0.18149139,HD 145377,9.236,53.4884,6014,1.2,1.05,G,1.5595525,3.3718152
WASP-176 b,Transit,271.74465,16.87,3.899052,0.0535,0.95484051,0.056599912,0.003144062,0.0535,0.0535,0.0535,1446.4134,1570.9878,,Jovian,0,Hot,0,0.055032959,WASP-176,12.006,568.42,5941,1.34,1.93,F,4.1399967,5.4936851
TOI-4377 b,Transit,304.16179,15.11,4.378081,0.0579,1.3322193,0.088168055,0.0033572919,0.057958624,0.0552945,0.0605055,1981.906,1699.0472,,Jovian,0,Hot,0,0.060557857,TOI-4377,11.707,455.82,4974,1.36,3.52,K,6.6374307,6.9560671
HD 115404 A b,Radial Velocity,30.82936,6.09,10.49488,0.088,0.83124668,0.13649371,0.0022555785,0.090368256,0.067584,0.108416,40.091166,634.41874,,Neptunian,0,Hot,0,0.15725957,HD 115404 A,6.50066,10.9816,5019.17,0.83,0.73,K,0.30199517,1.4837604
HD 81817 c,Radial Velocity,7185.7824,12,622.97802,2.325,49.901267,4.1584389,0.2497614,2.3354916,2.104125,2.545875,535.9481,1223.609,,Jovian,0,Hot,0,0.07573255,HD 81817,4.26489,269.126,4043.33,4.3,109.46,K,2884.0315,144.99859
HD 133131 A c,Radial Velocity,133.4886,14.3,3568,4.49,0.65278791,0.045649504,0.11908086,5.0290245,2.2899,6.6901,0.054717859,117.14996,,Jovian,0,Cold,0,0.11713571,HD 133131 A,7.66,51.4736,5799,0.95,0.96,G,0.96161228,2.6476694
HD 177830 b,Radial Velocity,537.1327,13.5,410.10001,1.14,2.9472302,0.21831335,0.069899945,1.1457,1.026,1.254,3.7443178,353.69191,,Jovian,0,Hot,0,0.26591579,HD 177830,7.18,62.7674,4901,1.7,3.26,K,4.8417237,5.9410576
V1298 Tau c,Transit,76.27882,5.59,8.24958,0.0825,2.4410707,0.43668527,0.0019324925,0.090127125,0.047025,0.117975,155.41275,866.13324,,Neptunian,0,Hot,0,0.14568271,V1298 Tau,10.115,108.199,5050,1.1,1.34,K,0.95499259,2.6385405
HD 10647 b,Radial Velocity,298.75,13.8,989.2,2.015,1.5687356,0.11367649,0.11061335,2.0376687,1.71275,2.31725,0.35106822,195.25302,,Jovian,1,Warm,0,0.30046836,HD 10647,5.52,17.3357,6218,1.11,1.1,F,1.4092888,3.2052637
HD 240210 b,Radial Velocity,1655.82,12.8,501.75,1.16,10.106323,0.7895565,0.12466042,1.17305,0.986,1.334,26.670161,576.44291,,Jovian,0,Hot,0,0.10786402,HD 240210,8.270001,372.405,4297,0.82,25.46,K,35.481339,16.082878
HD 1397 b,Transit,131.89945,11.5,11.53533,0.1097,0.99734934,0.086726029,0.003813848,0.1131556,0.0821653,0.1372347,392.38932,1120.1002,,Jovian,0,Hot,0,0.07927807,HD 1397,7.79,79.5702,5521,1.32,2.34,G,4.5708819,5.7724976
HD 114613 b,Radial Velocity,113.46531,13.1,4000,5.34,0.66118122,0.050471849,0.12942324,5.9000699,2.89428,7.78572,0.1599702,154.27104,,Jovian,0,Cold,0,0.20600012,HD 114613,4.85,20.2836,5641,1.27,2.14,G,4.0550854,5.4370555
K2-28 b,Transit,5.99,2.32,2.260455,0.0214,1.1128864,0.47969243,0.00060909287,0.0214,0.0214,0.0214,25.071046,570.02358,643.75206,Superterran,0,Hot,0,0.2891779,K2-28,16.526,62.9969,3214,0.26,0.29,M,0.011481536,0.28931021
HD 190360 c,Radial Velocity,19.069,4.59,17.111,0.1304,0.90511247,0.19719226,0.0026768333,0.13406222,0.0994952,0.1613048,70.468933,730.15146,,Neptunian,0,Hot,0,0.17621029,HD 190360,5.738,16.0069,5549,0.98,1.17,G,1.164126,2.9131562
HD 66428 c,Radial Velocity,560.64931,13.5,10478.844,9.408,3.0762651,0.22787149,0.61330859,9.6095617,7.460544,11.355456,0.014405063,87.53354,,Jovian,0,Cold,0,0.081531861,HD 66428,8.25,53.2817,5647.6,1.01,1.17,G,1.2473835,3.0155308
MOA-2022-BLG-249L b,Microlensing,4.83,2.04,,1.63,1.1606113,0.56892711,0.048812501,1.63,1.63,1.63,,,,Superterran,0,,0,,MOA-2022-BLG-249L,,2000,,0.18,,,,
HD 13167 b,Radial Velocity,1052.0173,13.1,2613,4.1,6.1302797,0.46796028,0.16492263,4.7497864,1.7917,6.4083,0.65646576,213.92151,,Jovian,1,Warm,0,0.3757235,HD 13167,8.34,148.934,5671,1.35,2.39,G,9.1201084,8.1538696
HD 134987 c,Radial Velocity,260,13.9,5000,5.8,1.345686,0.096811945,0.31566236,5.84176,5.104,6.496,0.053863388,122.38927,,Jovian,0,Cold,0,0.1180793,HD 134987,6.47,26.1804,5585,1.1,1.25,G,1.7988709,3.6212938
HD 136418 b,Radial Velocity,680.1562,13.3,464.29999,1.29,3.84508,0.28910376,0.074682447,1.3303125,0.9675,1.6125,4.22508,360.85225,,Jovian,0,Hot,0,0.25139652,HD 136418,7.849,105.168,4989,1.48,3.78,G,6.8076936,7.0447205
HD 13808 c,Radial Velocity,9.96,3.13,53.753,0.2554,1.0166481,0.32480771,0.0050614093,0.25850771,0.2155576,0.2952424,5.700436,391.80898,442.48667,Superterran,0,Hot,0,0.38432752,HD 13808,8.36,28.2305,5035,0.77,0.78,K,0.3672823,1.6363031
GJ 676 A b,Radial Velocity,1840.8621,12.8,1051.4452,1.735,11.235731,0.87779147,0.16896318,1.8232777,1.181535,2.288465,0.031747175,105.4046,,Jovian,0,Cold,0,0.10226538,GJ 676 A,9.58,16.0272,3734,0.63,0.69,M,0.09057326,0.81257558
GJ 676 A c,Radial Velocity,4288.1409,12.3,13921.423,9.726,28.343849,2.3043779,1.2998247,10.149203,6.85683,12.59517,0.0010020792,44.561889,,Jovian,0,Cold,0,0.073215049,GJ 676 A,9.58,16.0272,4006.03,0.63,0.65,M,0.09057326,0.81257558
HD 11343 c,Radial Velocity,255.53404,13.9,228.53731,0.923,1.3225715,0.095149029,0.038577926,0.9361809,0.767013,1.078987,24.25989,562.29945,,Jovian,0,Hot,0,0.10627858,HIP 8541,7.88,155.121,4708.93,2.01,6.78,K,20.370421,12.186073
HD 18143 b,Radial Velocity,10.80617,3.28,10.2851,0.088,1.0044403,0.30623178,0.0015942164,0.090207744,0.068288,0.107712,63.41808,711.9965,,Neptunian,0,Hot,0,0.21812733,HD 18143,7.518,22.5243,5078,0.85,0.87,K,0.47863009,1.8679436
HD 18143 c,Radial Velocity,3177.6484,12.5,28982.418,17.53,20.33695,1.626956,2.1934674,17.85988,14.12918,20.93082,0.0015876928,50.486678,,Jovian,0,Cold,0,0.072821251,HD 18143,7.518,22.5243,5078,0.85,0.87,K,0.47863009,1.8679436
Kepler-1513 c,Transit Timing Variations,84.54236,11,841.4,1.7082596,0.69869719,0.063517926,0.066987847,1.7216054,1.4947272,1.9217921,0.25663268,180.77854,,Jovian,0,Cold,0,0.27737226,Kepler-1513,13.071,349.247,5491,0.94,0.95,G,0.74301914,2.3273611
HD 176986 b,Radial Velocity,5.74,2.26,6.4898,0.06296,1.1238155,0.49726349,0.0011392659,0.063097127,0.05880464,0.06711536,83.717938,769.92598,869.51041,Superterran,0,Hot,0,0.25746165,HD 176986,8.42,27.7843,4931,0.79,0.78,K,0.33113112,1.5536878
HD 181433 d,Radial Velocity,171,14.2,2172,3,0.84804602,0.059721551,0.094090046,3.3456,1.56,4.44,0.039050353,107.92131,,Jovian,0,Cold,0,0.10292866,HD 181433,8.4,26.8762,4962,0.78,0.81,K,0.3083188,1.4992145
HD 141399 c,Radial Velocity,422.7139,13.6,201.99,0.689,2.2854341,0.16804663,0.04814254,0.68979373,0.655928,0.722072,3.350136,344.49072,,Jovian,0,Hot,0,0.28004984,HD 141399,7.20856,37.0169,5600,1.07,1.39,K,1.5885467,3.4030142
HD 204313 b,Radial Velocity,1466.7781,12.9,2041.1154,3.185,8.8142425,0.68327462,0.32258655,3.200925,2.8665,3.5035,0.12472788,151.10291,,Jovian,0,Cold,0,0.18191059,HD 204313,7.99,47.7945,5767,1.03,1.1,G,1.2589254,3.0294498
HD 217786 b,Radial Velocity,4402.5591,12.3,1301.3601,2.446,29.100133,2.3658645,0.26448093,2.5642898,1.685294,3.206706,0.33202909,189.74731,,Jovian,0,Cold,0,0.30238554,HD 217786,7.78,55.4847,5966,1.14,1.27,F,1.8879913,3.7099133
HD 11506 c,Radial Velocity,117.27868,13.4,223.95986,0.75,0.6531448,0.048742149,0.027121199,0.77035837,0.57525,0.92475,3.9718995,355.89649,,Jovian,0,Hot,0,0.25878326,HD 11506,7.51,51.261,6055,1.12,1.34,G,2.1727012,3.9798231
HD 159868 b,Radial Velocity,704.94694,13.3,1184.1,2.32,3.9852278,0.29964119,0.19022147,2.3206682,2.26432,2.37568,0.66857348,230.32447,,Jovian,1,Warm,0,0.37578293,HD 159868,7.24,55.8503,5534,1.19,2.13,G,3.5974934,5.121106
HD 39855 b,Radial Velocity,8.5,2.85,3.2498,0.041,1.0464758,0.3671845,0.00075399323,0.0414018,0.03526,0.04674,290.2222,1047.5457,1183.0383,Superterran,0,Hot,0,0.21986832,HD 39855,7.51,23.2599,5576,0.87,0.74,G,0.4830588,1.8765657
HD 16141 b,Radial Velocity,82.6358,10.9,75.523,0.36,0.695529,0.06381,0.011361372,0.37125,0.27,0.45,18.510125,522.06312,,Jovian,0,Hot,0,0.13466803,HD 16141,6.834,37.7861,5757,1.11,1.48,G,2.3227368,4.1149424
HD 103949 b,Radial Velocity,11.2,3.35,120.878,0.439,0.9979951,0.29790898,0.0086824819,0.44692395,0.35559,0.52241,1.425788,276.45727,,Neptunian,1,Warm,0,0.59834245,HD 103949,8.7,26.4997,4792,0.77,0.75,K,0.26977394,1.4023737
HD 147873 b,Radial Velocity,1633.6462,12.8,116.596,0.522,9.9709851,0.77898321,0.043801459,0.53318359,0.413946,0.630054,22.447541,549.9686,,Jovian,0,Hot,0,0.11461002,HD 147873,7.96,109.055,5972,1.38,2.29,G,5.984116,6.6048622
HD 148427 b,Radial Velocity,413.179,13.6,331.5,1.04,2.233883,0.1642561,0.055190289,1.053312,0.8736,1.2064,5.6437099,390.73597,,Jovian,0,Hot,0,0.21471585,HD 148427,6.90498,71.3499,5025,1.64,3.86,K,6.0255959,6.6277141
HD 152079 b,Radial Velocity,845.74563,13.2,2918.92,4.187,4.853912,0.36772061,0.17692181,4.7795107,1.959516,6.414484,0.086187001,129.88272,,Jovian,0,Cold,0,0.14972392,HD 152079,9.18,87.8888,5907,1.15,1.13,G,1.2793813,3.053963
HD 154672 b,Radial Velocity,1706.7471,12.8,163.94,0.6,10.417158,0.81384044,0.026470582,0.71163,0.234,0.966,6.3350822,371.50478,,Jovian,0,Hot,0,0.20622135,HD 154672,8.21,63.0484,5743,1.18,1.32,G,1.8071741,3.6296418
HD 154857 b,Radial Velocity,778.6835,13.3,408.60001,1.29,4.4020776,0.33098328,0.05122363,1.426482,0.6966,1.8834,3.1149227,323.93198,,Jovian,0,Hot,0,0.29148053,HD 154857,7.24,63.4482,5589,1.96,2.3,G,4.6025657,5.7924696
TOI-1634 c,Radial Velocity,,,103,0.32946193,,,,0.32946193,0.32946193,0.32946193,0.24343864,178.93574,,,1,Warm,0,,TOI-1634,13.217,35.2736,3472,0.45,0.45,M,0.026424088,0.43889816
HD 215497 b,Radial Velocity,6.3566,2.4,3.93404,0.05,1.1035764,0.4598235,0.00088937428,0.05064,0.042,0.058,157.64905,898.28688,1014.4739,Superterran,0,Hot,0,0.24352919,HD 215497,8.96,40.5468,5110,0.67,0.85,K,0.38904514,1.6840841
Kepler-314 c,Transit,8.75,2.9,5.960392,0.064,1.0404281,0.3587683,0.0013235982,0.064,0.064,0.064,145.09086,884.11696,,Neptunian,0,Hot,0,0.22213401,Kepler-314,12.64,268.881,5378,0.99,0.95,G,0.59429216,2.0814394
Kepler-444 b,Transit,0.0374,0.403,3.6001053,0.04178,0.2302828,0.57142135,0.00012864285,0.042314784,0.0350952,0.0484648,218.1195,974.23974,,Miniterran,0,Hot,0,0.23747364,Kepler-444,8.87,36.4396,5046,0.76,0.75,K,0.3758374,1.6552506
Kepler-444 c,Transit,0.0793,0.497,4.5458841,0.04881,0.32104093,0.64595761,0.0001585975,0.05115532,0.0336789,0.0639411,165.92896,897.25776,,Miniterran,0,Hot,0,0.26207019,Kepler-444,8.87,36.4396,5046,0.76,0.75,K,0.3758374,1.6552506
Kepler-507 b,Transit,5.69692,1.3,3.5680969,0.047794,3.3709586,2.5930451,0.00081261719,0.047794,0.047794,0.047794,927.37042,1405.766,1587.5917,Terran,0,Hot,0,0.28841402,Kepler-507,12.197,391.644,6113,1.16,1.32,F,2.1183611,3.9297395
Kepler-32 b,Transit,1303,2.2,5.90124,0.05,269.21488,122.3704,0.006550293,0.05,0.05,0.05,20.4202,541.52026,611.56204,Superterran,0,Hot,0,0.30624094,Kepler-32,16.36,323.847,3900,0.58,0.53,M,0.0510505,0.61004766
Kepler-32 c,Transit,158.9,2,8.7522,0.09,39.725,19.8625,0.0058469098,0.09,0.09,0.09,6.3025309,403.62537,455.83143,Superterran,0,Hot,0,0.43503772,Kepler-32,16.36,323.847,3900,0.58,0.53,M,0.0510505,0.61004766
HIP 67537 b,Radial Velocity,4309.1175,12.3,2523.6471,4.807,28.482501,2.3156505,0.24469579,5.6323523,1.990098,7.623902,2.2110573,287.79218,,Jovian,0,Hot,0,0.34269308,HIP 67537,6.43,116.046,4985,2.32,8.69,K,41.399967,17.372558
HD 10697 b,Radial Velocity,1825.2885,12.8,1075.3799,2.051,11.140677,0.8703654,0.22540196,2.0620918,1.837696,2.264304,0.71685305,233.92274,,Jovian,1,Warm,0,0.38422887,HD 10697,6.28262,33.1205,5641,0.99,1.86,G,2.9991625,4.6758844
HIP 56640 b,Radial Velocity,2151.6983,12.7,2675.576,4.55,13.340556,1.0504375,0.43004411,4.5816771,4.0131,5.0869,0.54578552,218.3809,,Jovian,1,Warm,0,0.36137524,HIP 56640,7.94,122.324,4769,1.75,4.93,K,11.220185,9.0440669
HD 108147 b,Radial Velocity,82.95,10.9,10.8985,0.102,0.69817355,0.06405262,0.0019572012,0.1163259,0.04794,0.15606,227.72201,931.68937,,Jovian,0,Hot,0,0.084931679,HD 108147,6.99,38.92,6255.73,1.22,1.21,F,2.0090928,3.8270467
HD 153950 b,Radial Velocity,937.5985,13.2,499.39999,1.28,5.381075,0.40765719,0.076778823,1.353984,0.8448,1.7152,1.4396459,272.74405,,Jovian,1,Warm,0,0.37926559,HD 153950,7.39,48.4549,6124,1.25,1.28,F,2.2181964,4.0212749
HD 108874 b,Radial Velocity,451.3186,13.6,394.48123,1.04,2.4400876,0.1794182,0.067251404,1.048788,0.9048,1.1752,0.93032453,249.3861,,Jovian,1,Warm,0,0.38922366,HD 108874,8.76,59.5175,5600,1.1,1.05,G,0.99770006,2.6968933
Kepler-19 b,Transit,6.1,2.209,9.28699,0.0846,1.2500817,0.5659039,0.00093126858,0.09171063,0.049914,0.119286,105.7362,789.55265,891.67565,Superterran,0,Hot,0,0.2567577,Kepler-19,12.035,218.562,5541,0.94,0.86,G,0.6902398,2.2431781
YSES 2 b,Imaging,2002.319,12.7,,115,12.414402,0.977512,14.045265,115,115,115,4.94E-05,21.35506,,Jovian,0,Cold,0,0.070176535,YSES 2,10.885,109.406,4749,1.1,1.19,K,0.65313055,2.1820453
HD 163607 c,Radial Velocity,699.54383,13.3,1272,2.39,3.9546827,0.29734457,0.18800524,2.397648,2.1988,2.5812,0.46195365,209.76197,,Jovian,1,Warm,0,0.33845317,HD 163607,8,67.7855,5522,1.12,1.76,G,2.630268,4.3788873
HD 109271 b,Radial Velocity,17.162,4.31,7.8543,0.079,0.9238753,0.21435622,0.0015040645,0.08146875,0.05925,0.09875,330.94832,1073.5214,,Neptunian,0,Hot,0,0.17037535,HD 109271,8.04,55.8716,5783,1.05,1.29,G,1.9998619,3.8182448
HD 13908 b,Radial Velocity,274.91,13.9,19.382,0.154,1.422856,0.10236374,0.0090170744,0.1540308,0.15092,0.15708,168.67295,917.97,,Jovian,0,Hot,0,0.070988442,HD 13908,7.52,79.5515,6255,1.29,1.67,F,3.9994475,5.399627
HD 101930 b,Radial Velocity,79.4575,10.6,70.46,0.3,0.70716892,0.066714049,0.013847877,0.301815,0.267,0.333,5.4752127,388.78508,,Jovian,0,Hot,0,0.23758301,HD 101930,8.21,30.0274,5108,0.57,0.86,K,0.48977882,1.8895734
HD 113538 c,Radial Velocity,295.57,13.8,1818,2.44,1.5520374,0.11246648,0.15595855,2.4888,1.952,2.928,0.015420013,89.08556,,Jovian,0,Cold,0,0.081258951,HD 113538,9.05,16.2817,4462,0.58,0.53,K,0.089949758,0.80977388
HD 1605 b,Radial Velocity,296.85322,13.8,577.2,1.492,1.5587756,0.11295475,0.081928064,1.4987326,1.35026,1.63374,2.9136072,332.25363,,Jovian,0,Hot,0,0.29747757,HD 1605,7.52,88.8047,4915,1.33,3.49,K,6.4565423,6.8606263
HD 215152 b,Radial Velocity,1.819,1.19,5.75999,0.057638,1.2845138,1.0794234,0.00076784721,0.057638,0.057638,0.057638,90.278055,785.22706,886.79058,Terran,0,Hot,0,0.30567123,HD 215152,8.11,21.5974,4935,0.77,0.73,K,0.29991625,1.4786445
HD 116029 b,Radial Velocity,444.962,13.6,670,1.65,2.4057202,0.17689119,0.13407593,1.65,1.65,1.65,4.1498473,363.58649,,Jovian,0,Hot,0,0.25203782,HD 116029,7.88,123.245,4819,0.83,4.89,K,11.297959,9.075358
HD 188015 b,Radial Velocity,476.72,13.6,461.2,1.203,2.5774221,0.18951633,0.078826812,1.2142896,1.038189,1.367811,0.79906685,239.99648,,Jovian,1,Warm,0,0.3846681,HD 188015,8.24,50.6706,5746,1.09,1.13,G,1.1455129,2.8897732
GJ 393 b,Radial Velocity,1.71,1.17,7.02679,0.05402,1.2491782,1.0676737,0.00085608269,0.05402,0.05402,0.05402,9.2021825,443.68262,501.0698,Terran,0,Hot,0,0.42881937,GJ 393,9.65,7.03149,3579,0.43,0.43,M,0.026853444,0.44244956
HD 74156 c,Radial Velocity,2753.9832,12.5,2448.4873,3.678,17.625492,1.4100394,0.31122505,3.9393752,2.291394,5.064606,0.20093961,165.7793,,Jovian,0,Cold,0,0.23568363,HD 74156,7.61,57.603,6068,1.1,1.51,G,2.5176769,4.2841411
HD 18015 b,Radial Velocity,1048.8337,13.1,2278,3.87,6.1117286,0.46654417,0.29338817,3.9123842,3.29724,4.44276,0.63589781,226.54067,,Jovian,1,Warm,0,0.37311514,HD 18015,7.89,123.801,5603,1.49,3.13,G,9.418896,8.2863594
HD 192310 b,Radial Velocity,16.9,4.27,74.72,0.32,0.92689589,0.21707164,0.0076981562,0.322704,0.2784,0.3616,3.7879235,354.25331,,Neptunian,0,Hot,0,0.39830874,HD 192310,5.73,8.79687,5166,0.8,0.86,K,0.38459178,1.6744175
